192.168.1.228-172.107.84.94-34687-123-17,192.168.1.228,34687,172.107.84.94,123,17,20/01/1970 04:03:39 AM,51,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,1882352.9411764706,39215.686274509804,51.0,0.0,51.0,51.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,19607.843137254902,19607.843137254902,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0,0,0,0,1.674219482797E12,0.0,1.674219482797E12,1.674219482797E12,NeedManualLabel
192.168.1.103-239.255.255.250-50030-1982-17,192.168.1.103,50030,239.255.255.250,1982,17,20/01/1970 04:03:39 AM,0,3,0,285.0,0.0,95.0,95.0,95.0,0.0,0,0,0,0,Infinity,Infinity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,24,0,0.0,0.0,95.0,95.0,95.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,126.66666666666667,95.0,0.0,0,0,0,0,0,0,1,95,0,0,0,0,2,8,0,0,0,0,1.674219485568E12,0.0,1.674219485568E12,1.674219485568E12,NeedManualLabel
192.168.1.103-255.255.255.255-50029-56700-17,192.168.1.103,50029,255.255.255.255,56700,17,20/01/1970 04:03:39 AM,0,3,0,108.0,0.0,36.0,36.0,36.0,0.0,0,0,0,0,Infinity,Infinity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,24,0,0.0,0.0,36.0,36.0,36.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,48.0,36.0,0.0,0,0,0,0,0,0,1,36,0,0,0,0,2,8,0,0,0,0,1.674219485568E12,0.0,1.674219485568E12,1.674219485568E12,NeedManualLabel
192.168.1.103-255.255.255.255-50031-9999-17,192.168.1.103,50031,255.255.255.255,9999,17,20/01/1970 04:03:39 AM,0,3,0,87.0,0.0,29.0,29.0,29.0,0.0,0,0,0,0,Infinity,Infinity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,24,0,0.0,0.0,29.0,29.0,29.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,38.666666666666664,29.0,0.0,0,0,0,0,0,0,1,29,0,0,0,0,2,8,0,0,0,0,1.674219485569E12,0.0,1.674219485569E12,1.674219485569E12,NeedManualLabel
192.168.1.246-24.214.53.97-40611-123-17,192.168.1.246,40611,24.214.53.97,123,17,20/01/1970 04:03:39 AM,45,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,2133333.333333333,44444.444444444445,45.0,0.0,45.0,45.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,22222.222222222223,22222.222222222223,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0,0,0,0,1.674219496461E12,0.0,1.674219496461E12,1.674219496461E12,NeedManualLabel
192.168.1.89-35.232.111.17-58828-80-6,192.168.1.89,58828,35.232.111.17,80,6,20/01/1970 04:03:40 AM,108,3,4,87.0,148.0,87.0,0.0,29.0,50.22947341949744,148.0,0.0,37.0,74.0,2175925.925925926,64814.81481481482,18.0,28.0,58.0,0.0,50.0,25.0,35.35533905932738,50.0,0.0,58.0,19.333333333333336,33.48631561299829,58.0,0.0,0,0,0,0,104,136,27777.777777777777,37037.03703703704,0.0,148.0,29.375,56.78263693368649,3224.2678571428573,1,2,0,2,6,0,0,0,1.0,33.57142857142857,29.0,37.0,0,0,0,0,0,0,0,12,0,21,64240,502,1,32,0,0,0,0,1.674220047616E12,0.0,1.674220047616E12,1.674220047616E12,NeedManualLabel
192.168.1.89-35.232.111.17-58828-80-6,192.168.1.89,58828,35.232.111.17,80,6,20/01/1970 04:03:40 AM,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,64,0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,501,0,0,32,0,0,0,0,1.674220047724E12,0.0,1.674220047724E12,1.674220047724E12,NeedManualLabel
35.232.111.17-192.168.1.89-80-58828-6,35.232.111.17,80,192.168.1.89,58828,6,20/01/1970 04:03:40 AM,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,NaN,Infinity,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,502,0,0,32,0,0,0,0,1.674220047779E12,0.0,1.674220047779E12,1.674220047779E12,NeedManualLabel
192.168.1.99-209.18.47.62-55043-53-17,192.168.1.99,55043,209.18.47.62,53,17,20/01/1970 04:03:40 AM,78,18,18,792.0,2376.0,44.0,44.0,44.0,0.0,132.0,132.0,132.0,0.0,4.0615384615384616E7,461538.46153846156,2.2285714285714286,5.504467246143404,26.0,0.0,28.0,1.6470588235294121,6.537786097665136,27.0,0.0,51.0,3.0,4.873397172404482,16.0,0.0,0,0,0,0,144,144,230769.23076923078,230769.23076923078,44.0,132.0,86.81081081081082,44.59063045443879,1988.3243243243237,0,0,0,0,0,0,0,0,1.0,89.22222222222223,44.0,132.0,0,0,0,3168,36,40615384,0,22,0,66,0,0,17,8,0,0,0,0,1.674220061124E12,0.0,1.674220061124E12,1.674220061124E12,NeedManualLabel
192.168.1.99-209.18.47.63-54356-53-17,192.168.1.99,54356,209.18.47.63,53,17,20/01/1970 04:03:40 AM,75,15,15,660.0,1980.0,44.0,44.0,44.0,0.0,132.0,132.0,132.0,0.0,3.52E7,400000.00000000006,2.586206896551724,6.461519289384935,26.0,0.0,29.0,2.0714285714285716,7.184002374017572,27.0,0.0,48.0,3.428571428571429,6.512878197662107,17.0,0.0,0,0,0,0,120,120,200000.00000000003,200000.00000000003,44.0,132.0,86.5806451612903,44.70404470406706,1998.4516129032263,0,0,0,0,0,0,0,0,1.0,89.46666666666667,44.0,132.0,0,0,0,2640,30,35200000,0,22,0,66,0,0,14,8,0,0,0,0,1.674220061124E12,0.0,1.674220061124E12,1.674220061124E12,NeedManualLabel
