192.168.1.246-162.159.200.123-36666-123-17,192.168.1.246,36666,162.159.200.123,123,17,19/01/1970 07:27:09 PM,36,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,2666666.6666666665,55555.555555555555,36.0,0.0,36.0,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,27777.777777777777,27777.777777777777,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0,0,0,0,1.643229215093E12,0.0,1.643229215093E12,1.643229215093E12,NeedManualLabel
192.168.1.243-69.197.128.202-33464-123-17,192.168.1.243,33464,69.197.128.202,123,17,19/01/1970 07:27:09 PM,63,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,1523809.5238095238,31746.031746031746,63.0,0.0,63.0,63.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,15873.015873015873,15873.015873015873,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0,0,0,0,1.643229230901E12,0.0,1.643229230901E12,1.643229230901E12,NeedManualLabel
192.168.1.194-162.159.200.123-55464-123-17,192.168.1.194,55464,162.159.200.123,123,17,19/01/1970 07:27:09 PM,33,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,2909090.9090909087,60606.0606060606,33.0,0.0,33.0,33.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,30303.0303030303,30303.0303030303,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0,0,0,0,1.643229239471E12,0.0,1.643229239471E12,1.643229239471E12,NeedManualLabel
192.168.1.157-162.159.200.123-45683-123-17,192.168.1.157,45683,162.159.200.123,123,17,19/01/1970 07:27:09 PM,32,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,3000000.0,62500.0,32.0,0.0,32.0,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,31250.0,31250.0,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0,0,0,0,1.643229250196E12,0.0,1.643229250196E12,1.643229250196E12,NeedManualLabel
192.168.1.106-162.159.200.123-56838-123-17,192.168.1.106,56838,162.159.200.123,123,17,19/01/1970 07:27:09 PM,34,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,2823529.411764706,58823.529411764706,34.0,0.0,34.0,34.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,29411.764705882353,29411.764705882353,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0,0,0,0,1.64322925192E12,0.0,1.64322925192E12,1.64322925192E12,NeedManualLabel
192.168.1.104-50.205.244.107-41323-123-17,192.168.1.104,41323,50.205.244.107,123,17,19/01/1970 07:27:09 PM,27,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,3555555.5555555555,74074.07407407407,27.0,0.0,27.0,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,37037.03703703704,37037.03703703704,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0,0,0,0,1.643229253144E12,0.0,1.643229253144E12,1.643229253144E12,NeedManualLabel
192.168.1.202-224.0.0.251-5353-5353-17,192.168.1.202,5353,224.0.0.251,5353,17,19/01/1970 07:27:09 PM,1220,2,0,470.0,0.0,235.0,235.0,235.0,0.0,0,0,0,0,385245.9016393443,1639.344262295082,1220.0,0.0,1220.0,1220.0,1220.0,1220.0,0.0,1220.0,1220.0,0,0,0,0,0,0,0,0,0,16,0,1639.344262295082,0.0,235.0,235.0,235.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,352.5,235.0,0.0,0,0,0,0,0,0,1,235,0,0,0,0,1,8,0,0,0,0,8.21614637818E11,1.1619385621211335E12,1.643229274416E12,1220.0,NeedManualLabel
192.168.1.89-35.224.170.84-41852-80-6,192.168.1.89,41852,35.224.170.84,80,6,19/01/1970 07:27:09 PM,4735,9,4,522.0,148.0,87.0,0.0,58.0,43.5,148.0,0.0,37.0,74.0,141499.47201689548,2745.5121436114046,394.58333333333337,696.2899681145561,2332.0,0.0,4734.0,591.75,793.0895733954466,2332.0,1.0,4681.0,1560.3333333333335,2674.905855041133,4649.0,1.0,0,0,0,0,296,136,1900.739176346357,844.7729672650476,0.0,148.0,47.857142857142854,52.0751781161061,2711.8241758241757,1,2,0,7,12,0,0,0,0.0,51.53846153846154,58.0,37.0,0,0,0,670,7,143192,0,40,0,11,64240,502,6,32,1200.0,0.0,1200.0,1200.0,5.47743095252E11,9.487188674785193E11,1.6432292823E12,1124.0,NeedManualLabel
192.168.1.230-224.0.0.251-5353-5353-17,192.168.1.230,5353,224.0.0.251,5353,17,19/01/1970 07:27:09 PM,0,2,0,195.0,0.0,138.0,57.0,97.5,57.27564927611035,0,0,0,0,Infinity,Infinity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,16,0,0.0,0.0,57.0,138.0,84.0,46.76537180435969,2187.0,0,0,0,0,0,0,0,0,0.0,126.0,97.5,0.0,0,0,0,0,0,0,1,97,0,0,0,0,1,8,0,0,0,0,1.643229300061E12,0.0,1.643229300061E12,1.643229300061E12,NeedManualLabel
192.168.1.99-209.18.47.62-42675-53-17,192.168.1.99,42675,209.18.47.62,53,17,19/01/1970 07:27:09 PM,51,15,15,660.0,1545.0,44.0,44.0,44.0,0.0,103.0,103.0,103.0,0.0,4.323529411764706E7,588235.2941176471,1.7586206896551722,6.150813955507917,28.0,0.0,31.0,2.2142857142857144,8.001716848743934,30.0,0.0,22.0,1.5714285714285714,5.0492084027603275,19.0,0.0,0,0,0,0,120,120,294117.64705882355,294117.64705882355,44.0,103.0,72.54838709677419,29.97202997204496,898.3225806451615,0,0,0,0,0,0,0,0,1.0,74.96666666666667,44.0,103.0,0,0,0,2205,30,43235294,0,22,0,51,0,0,14,8,0,0,0,0,1.643229304128E12,0.0,1.643229304128E12,1.643229304128E12,NeedManualLabel
