Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
192.168.56.1-255.255.255.255-17500-17500-17,192.168.56.1,17500,255.255.255.255,17500,17,05/09/2017 01:31:57,90117555,20,0,2680.0,0.0,134.0,134.0,134.0,0.0,0,0,0,0,29.73893377378026,0.22193234159537506,4743029.210526316,1.125119514118419E7,3.0045807E7,49.0,9.0117555E7,4743029.210526316,1.125119514118419E7,3.0045807E7,49.0,0,0,0,0,0,0,0,0,0,-20,0,0.22193234159537506,0.0,134.0,134.0,134.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,140.7,134.0,0.0,-20,0,0,0,0,0,0,20,2680,0,0,-1,-1,19,-1,4685.666666666667,2576.2861512909108,7660.0,3151.0,3.0033531E7,10785.81906950047,3.0045807E7,3.0025574E7,BENIGN
192.168.56.255-192.168.56.1-17500-17500-17,192.168.56.1,17500,192.168.56.255,17500,17,05/09/2017 01:31:57,90110320,4,0,536.0,0.0,134.0,134.0,134.0,0.0,0,0,0,0,5.948264305353704,0.04439003212950526,3.0036773333333332E7,11078.11591983643,3.0049377E7,3.0028578E7,9.011032E7,3.0036773333333332E7,11078.11591983643,3.0049377E7,3.0028578E7,0,0,0,0,0,0,0,0,0,-4,0,0.04439003212950526,0.0,134.0,134.0,134.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,167.5,134.0,0.0,-4,0,0,0,0,0,0,4,536,0,0,-1,-1,3,-1,0,0,0,0,3.0036773333333332E7,11078.11591983643,3.0049377E7,3.0028578E7,BENIGN
192.168.56.1-255.255.255.255-17500-17500-17,192.168.56.1,17500,255.255.255.255,17500,17,05/09/2017 01:33:57,90127422,20,0,2680.0,0.0,134.0,134.0,134.0,0.0,0,0,0,0,29.7356780048585,0.22190804481237686,4743548.526315791,1.1251724439162314E7,3.0045583E7,75.0,9.0127422E7,4743548.526315791,1.1251724439162314E7,3.0045583E7,75.0,0,0,0,0,0,0,0,0,0,-20,0,0.22190804481237686,0.0,134.0,134.0,134.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,140.7,134.0,0.0,-20,0,0,0,0,0,0,20,2680,0,0,-1,-1,19,-1,5715.333333333333,1957.1745791659293,7965.0,4404.0,3.003524E7,10611.486559384599,3.0045583E7,3.0024379E7,BENIGN
192.168.56.255-192.168.56.1-17500-17500-17,192.168.56.1,17500,192.168.56.255,17500,17,05/09/2017 01:33:57,90119724,4,0,536.0,0.0,134.0,134.0,134.0,0.0,0,0,0,0,5.947643603524574,0.044385400026302785,3.0039908E7,10834.376170320098,3.0050609E7,3.0028945E7,9.0119724E7,3.0039908E7,10834.376170320098,3.0050609E7,3.0028945E7,0,0,0,0,0,0,0,0,0,-4,0,0.044385400026302785,0.0,134.0,134.0,134.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,167.5,134.0,0.0,-4,0,0,0,0,0,0,4,536,0,0,-1,-1,3,-1,0,0,0,0,3.0039908E7,10834.376170320098,3.0050609E7,3.0028945E7,BENIGN
192.168.56.1-255.255.255.255-17500-17500-17,192.168.56.1,17500,255.255.255.255,17500,17,05/09/2017 01:35:57,90152679,20,0,2680.0,0.0,134.0,134.0,134.0,0.0,0,0,0,0,29.727347314881236,0.22184587548418833,4744877.842105264,1.125573364721921E7,3.0046472E7,49.0,9.0152679E7,4744877.842105264,1.125573364721921E7,3.0046472E7,49.0,0,0,0,0,0,0,0,0,0,-20,0,0.22184587548418833,0.0,134.0,134.0,134.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,140.7,134.0,0.0,-20,0,0,0,0,0,0,20,2680,0,0,-1,-1,19,-1,4273.0,1133.8981435737514,5558.0,3413.0,3.0045582666666668E7,1140.3799074577441,3.0046472E7,3.0044297E7,BENIGN
192.168.56.255-192.168.56.1-17500-17500-17,192.168.56.1,17500,192.168.56.255,17500,17,05/09/2017 01:35:57,90147148,4,0,536.0,0.0,134.0,134.0,134.0,0.0,0,0,0,0,5.9458342486886,0.04437189737827313,3.0049049333333332E7,1279.6211678982702,3.0050339E7,3.004778E7,9.0147148E7,3.0049049333333332E7,1279.6211678982702,3.0050339E7,3.004778E7,0,0,0,0,0,0,0,0,0,-4,0,0.04437189737827313,0.0,134.0,134.0,134.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,167.5,134.0,0.0,-4,0,0,0,0,0,0,4,536,0,0,-1,-1,3,-1,0,0,0,0,3.0049049333333332E7,1279.6211678982702,3.0050339E7,3.004778E7,BENIGN
192.168.56.1-255.255.255.255-17500-17500-17,192.168.56.1,17500,255.255.255.255,17500,17,05/09/2017 01:37:57,90114092,20,0,2680.0,0.0,134.0,134.0,134.0,0.0,0,0,0,0,29.740076613100644,0.22194087024701975,4742846.947368421,1.1251368137405105E7,3.0049401E7,49.0,9.0114092E7,4742846.947368421,1.1251368137405105E7,3.0049401E7,49.0,0,0,0,0,0,0,0,0,0,-20,0,0.22194087024701975,0.0,134.0,134.0,134.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,140.7,134.0,0.0,-20,0,0,0,0,0,0,20,2680,0,0,-1,-1,19,-1,3243.6666666666665,252.63874076105853,3501.0,2996.0,3.0033737E7,13575.615934461317,3.0049401E7,3.0025379E7,BENIGN
192.168.56.255-192.168.56.1-17500-17500-17,192.168.56.1,17500,192.168.56.255,17500,17,05/09/2017 01:37:57,90110962,4,0,536.0,0.0,134.0,134.0,134.0,0.0,0,0,0,0,5.948221926650833,0.044389715870528604,3.0036987333333332E7,13539.781768305327,3.0052603E7,3.0028517E7,9.0110962E7,3.0036987333333332E7,13539.781768305327,3.0052603E7,3.0028517E7,0,0,0,0,0,0,0,0,0,-4,0,0.044389715870528604,0.0,134.0,134.0,134.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,167.5,134.0,0.0,-4,0,0,0,0,0,0,4,536,0,0,-1,-1,3,-1,0,0,0,0,3.0036987333333332E7,13539.781768305327,3.0052603E7,3.0028517E7,BENIGN
192.168.56.1-255.255.255.255-17500-17500-17,192.168.56.1,17500,255.255.255.255,17500,17,05/09/2017 01:39:57,90141589,20,0,2680.0,0.0,134.0,134.0,134.0,0.0,0,0,0,0,29.731004630947876,0.22187316888767072,4744294.157894736,1.1253556003672786E7,3.005002E7,49.0,9.0141589E7,4744294.157894736,1.1253556003672786E7,3.005002E7,49.0,0,0,0,0,0,0,0,0,0,-20,0,0.22187316888767072,0.0,134.0,134.0,134.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,140.7,134.0,0.0,-20,0,0,0,0,0,0,20,2680,0,0,-1,-1,19,-1,6061.666666666667,2600.4723288920673,7712.0,3064.0,3.0040101666666668E7,14067.364441619238,3.005002E7,3.0024002E7,BENIGN
192.168.56.255-192.168.56.1-17500-17500-17,192.168.56.1,17500,192.168.56.255,17500,17,05/09/2017 01:39:57,90138457,4,0,536.0,0.0,134.0,134.0,134.0,0.0,0,0,0,0,5.946407536130777,0.04437617564276699,3.0046152333333332E7,12379.394021248914,3.0053358E7,3.0031858E7,9.0138457E7,3.0046152333333332E7,12379.394021248914,3.0053358E7,3.0031858E7,0,0,0,0,0,0,0,0,0,-4,0,0.04437617564276699,0.0,134.0,134.0,134.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,167.5,134.0,0.0,-4,0,0,0,0,0,0,4,536,0,0,-1,-1,3,-1,0,0,0,0,3.0046152333333332E7,12379.394021248914,3.0053358E7,3.0031858E7,BENIGN
192.168.56.1-255.255.255.255-17500-17500-17,192.168.56.1,17500,255.255.255.255,17500,17,05/09/2017 01:41:58,90139531,20,0,2680.0,0.0,134.0,134.0,134.0,0.0,0,0,0,0,29.73168342755189,0.22187823453396932,4744185.842105264,1.1253200981334565E7,3.0052946E7,50.0,9.0139531E7,4744185.842105264,1.1253200981334565E7,3.0052946E7,50.0,0,0,0,0,0,0,0,0,0,-20,0,0.22187823453396932,0.0,134.0,134.0,134.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,140.7,134.0,0.0,-20,0,0,0,0,0,0,20,2680,0,0,-1,-1,19,-1,6206.333333333333,2748.3772181659006,8255.0,3083.0,3.0039195333333332E7,14008.238801981259,3.0052946E7,3.0024943E7,BENIGN
192.168.56.255-192.168.56.1-17500-17500-17,192.168.56.1,17500,192.168.56.255,17500,17,05/09/2017 01:41:58,90136316,4,0,536.0,0.0,134.0,134.0,134.0,0.0,0,0,0,0,5.94654878062689,0.04437722970617082,3.0045438666666668E7,12071.744378230238,3.005633E7,3.0032459E7,9.0136316E7,3.0045438666666668E7,12071.744378230238,3.005633E7,3.0032459E7,0,0,0,0,0,0,0,0,0,-4,0,0.04437722970617082,0.0,134.0,134.0,134.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,167.5,134.0,0.0,-4,0,0,0,0,0,0,4,536,0,0,-1,-1,3,-1,0,0,0,0,3.0045438666666668E7,12071.744378230238,3.005633E7,3.0032459E7,BENIGN
192.168.56.1-255.255.255.255-17500-17500-17,192.168.56.1,17500,255.255.255.255,17500,17,05/09/2017 01:43:58,90127644,20,0,2680.0,0.0,134.0,134.0,134.0,0.0,0,0,0,0,29.735604760732453,0.2219074982144213,4743560.210526315,1.1251832509367568E7,3.0041282E7,49.0,9.0127644E7,4743560.210526315,1.1251832509367568E7,3.0041282E7,49.0,0,0,0,0,0,0,0,0,0,-20,0,0.2219074982144213,0.0,134.0,134.0,134.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,140.7,134.0,0.0,-20,0,0,0,0,0,0,20,2680,0,0,-1,-1,19,-1,5692.333333333333,2215.2023233405416,7531.0,3233.0,3.0035495E7,8846.943935619802,3.0041282E7,3.0025311E7,BENIGN
192.168.56.255-192.168.56.1-17500-17500-17,192.168.56.1,17500,192.168.56.255,17500,17,05/09/2017 01:43:58,90120236,4,0,536.0,0.0,134.0,134.0,134.0,0.0,0,0,0,0,5.947609813183356,0.044385147859577284,3.0040078666666668E7,10028.797152866007,3.0047534E7,3.0028677E7,9.0120236E7,3.0040078666666668E7,10028.797152866007,3.0047534E7,3.0028677E7,0,0,0,0,0,0,0,0,0,-4,0,0.044385147859577284,0.0,134.0,134.0,134.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,167.5,134.0,0.0,-4,0,0,0,0,0,0,4,536,0,0,-1,-1,3,-1,0,0,0,0,3.0040078666666668E7,10028.797152866007,3.0047534E7,3.0028677E7,BENIGN
192.168.56.1-255.255.255.255-17500-17500-17,192.168.56.1,17500,255.255.255.255,17500,17,05/09/2017 01:45:58,90149528,20,0,2680.0,0.0,134.0,134.0,134.0,0.0,0,0,0,0,29.728386376021845,0.22185362967180483,4744711.999999999,1.1254895431823147E7,3.0054082E7,49.0,9.0149528E7,4744711.999999999,1.1254895431823147E7,3.0054082E7,49.0,0,0,0,0,0,0,0,0,0,-20,0,0.22185362967180483,0.0,134.0,134.0,134.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,140.7,134.0,0.0,-20,0,0,0,0,0,0,20,2680,0,0,-1,-1,19,-1,5075.0,2427.148944749786,7773.0,3069.0,3.0043531333333332E7,10548.500667551449,3.0054082E7,3.0032985E7,BENIGN
192.168.56.255-192.168.56.1-17500-17500-17,192.168.56.1,17500,192.168.56.255,17500,17,05/09/2017 01:45:58,90146408,4,0,536.0,0.0,134.0,134.0,134.0,0.0,0,0,0,0,5.945883057259476,0.04437226162133937,3.0048802666666668E7,10879.986780016477,3.0058114E7,3.0036843E7,9.0146408E7,3.0048802666666668E7,10879.986780016477,3.0058114E7,3.0036843E7,0,0,0,0,0,0,0,0,0,-4,0,0.04437226162133937,0.0,134.0,134.0,134.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,167.5,134.0,0.0,-4,0,0,0,0,0,0,4,536,0,0,-1,-1,3,-1,0,0,0,0,3.0048802666666668E7,10879.986780016477,3.0058114E7,3.0036843E7,BENIGN
192.168.56.1-255.255.255.255-17500-17500-17,192.168.56.1,17500,255.255.255.255,17500,17,05/09/2017 01:47:58,90126225,20,0,2680.0,0.0,134.0,134.0,134.0,0.0,0,0,0,0,29.73607293548576,0.22191099205586387,4743485.52631579,1.1250581916037524E7,3.0035014E7,72.0,9.0126225E7,4743485.52631579,1.1250581916037524E7,3.0035014E7,72.0,0,0,0,0,0,0,0,0,0,-20,0,0.22191099205586387,0.0,134.0,134.0,134.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,140.7,134.0,0.0,-20,0,0,0,0,0,0,20,2680,0,0,-1,-1,19,-1,7001.333333333333,2098.5309941321652,8943.0,4775.0,3.0032609666666668E7,3891.4355106224407,3.0035014E7,3.002812E7,BENIGN
192.168.56.255-192.168.56.1-17500-17500-17,192.168.56.1,17500,192.168.56.255,17500,17,05/09/2017 01:47:58,90119088,4,0,536.0,0.0,134.0,134.0,134.0,0.0,0,0,0,0,5.947685577998747,0.04438571326864737,3.0039696E7,2887.2393388841183,3.0042381E7,3.0036642E7,9.0119088E7,3.0039696E7,2887.2393388841183,3.0042381E7,3.0036642E7,0,0,0,0,0,0,0,0,0,-4,0,0.04438571326864737,0.0,134.0,134.0,134.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,167.5,134.0,0.0,-4,0,0,0,0,0,0,4,536,0,0,-1,-1,3,-1,0,0,0,0,3.0039696E7,2887.2393388841183,3.0042381E7,3.0036642E7,BENIGN
192.168.56.1-255.255.255.255-17500-17500-17,192.168.56.1,17500,255.255.255.255,17500,17,05/09/2017 01:49:58,90127110,20,0,2680.0,0.0,134.0,134.0,134.0,0.0,0,0,0,0,29.735780943159057,0.22190881300864967,4743532.105263157,1.125117185918015E7,3.0037744E7,49.0,9.012711E7,4743532.105263157,1.125117185918015E7,3.0037744E7,49.0,0,0,0,0,0,0,0,0,0,-20,0,0.22190881300864967,0.0,134.0,134.0,134.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,140.7,134.0,0.0,-20,0,0,0,0,0,0,20,2680,0,0,-1,-1,19,-1,5987.333333333333,2507.8999847149676,7679.0,3106.0,3.0033982333333332E7,4810.474231646328,3.0037744E7,3.0028562E7,BENIGN
192.168.56.255-192.168.56.1-17500-17500-17,192.168.56.1,17500,192.168.56.255,17500,17,05/09/2017 01:49:58,90123917,4,0,536.0,0.0,134.0,134.0,134.0,0.0,0,0,0,0,5.947366890411565,0.04438333500307138,3.0041305666666668E7,5003.065493608227,3.004515E7,3.0035649E7,9.0123917E7,3.0041305666666668E7,5003.065493608227,3.004515E7,3.0035649E7,0,0,0,0,0,0,0,0,0,-4,0,0.04438333500307138,0.0,134.0,134.0,134.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,167.5,134.0,0.0,-4,0,0,0,0,0,0,4,536,0,0,-1,-1,3,-1,0,0,0,0,3.0041305666666668E7,5003.065493608227,3.004515E7,3.0035649E7,BENIGN
192.168.56.1-255.255.255.255-17500-17500-17,192.168.56.1,17500,255.255.255.255,17500,17,05/09/2017 01:51:58,90171756,20,0,2680.0,0.0,134.0,134.0,134.0,0.0,0,0,0,0,29.72105811047974,0.22179894112298312,4745881.894736843,1.12568079307768E7,3.0061878E7,49.0,9.0171756E7,4745881.894736843,1.12568079307768E7,3.0061878E7,49.0,0,0,0,0,0,0,0,0,0,-20,0,0.22179894112298312,0.0,134.0,134.0,134.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,140.7,134.0,0.0,-20,0,0,0,0,0,0,20,2680,0,0,-1,-1,19,-1,5890.666666666667,2175.4276207985713,7216.0,3380.0,3.0048997333333332E7,18679.506667290047,3.0061878E7,3.0027574E7,BENIGN
192.168.56.255-192.168.56.1-17500-17500-17,192.168.56.1,17500,192.168.56.255,17500,17,05/09/2017 01:51:58,90164712,4,0,536.0,0.0,134.0,134.0,134.0,0.0,0,0,0,0,5.944676005841399,0.04436325377493581,3.0054904E7,18081.92807750324,3.0069121E7,3.0034553E7,9.0164712E7,3.0054904E7,18081.92807750324,3.0069121E7,3.0034553E7,0,0,0,0,0,0,0,0,0,-4,0,0.04436325377493581,0.0,134.0,134.0,134.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,167.5,134.0,0.0,-4,0,0,0,0,0,0,4,536,0,0,-1,-1,3,-1,0,0,0,0,3.0054904E7,18081.92807750324,3.0069121E7,3.0034553E7,BENIGN
192.168.56.1-255.255.255.255-17500-17500-17,192.168.56.1,17500,255.255.255.255,17500,17,05/09/2017 01:53:59,90099639,20,0,2680.0,0.0,134.0,134.0,134.0,0.0,0,0,0,0,29.744847257379135,0.22197647206999355,4742086.263157896,1.1248558091096822E7,3.0026917E7,49.0,9.0099639E7,4742086.263157896,1.1248558091096822E7,3.0026917E7,49.0,0,0,0,0,0,0,0,0,0,-20,0,0.22197647206999355,0.0,134.0,134.0,134.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,140.7,134.0,0.0,-20,0,0,0,0,0,0,20,2680,0,0,-1,-1,19,-1,5512.666666666667,2711.458893904411,8550.0,3336.0,3.0026661666666668E7,296.15086245583234,3.0026917E7,3.0026337E7,BENIGN
192.168.56.255-192.168.56.1-17500-17500-17,192.168.56.1,17500,192.168.56.255,17500,17,05/09/2017 01:53:59,90091530,4,0,536.0,0.0,134.0,134.0,134.0,0.0,0,0,0,0,5.949504909063038,0.044399290366142076,3.003051E7,780.2198408141131,3.0031399E7,3.0029939E7,9.009153E7,3.003051E7,780.2198408141131,3.0031399E7,3.0029939E7,0,0,0,0,0,0,0,0,0,-4,0,0.044399290366142076,0.0,134.0,134.0,134.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,167.5,134.0,0.0,-4,0,0,0,0,0,0,4,536,0,0,-1,-1,3,-1,0,0,0,0,3.003051E7,780.2198408141131,3.0031399E7,3.0029939E7,BENIGN
192.168.56.1-255.255.255.255-17500-17500-17,192.168.56.1,17500,255.255.255.255,17500,17,05/09/2017 01:55:59,90196133,20,0,2680.0,0.0,134.0,134.0,134.0,0.0,0,0,0,0,29.71302550188044,0.22173899628268984,4747164.894736841,1.125943949190373E7,3.0069674E7,74.0,9.0196133E7,4747164.894736841,1.125943949190373E7,3.0069674E7,74.0,0,0,0,0,0,0,0,0,0,-20,0,0.22173899628268984,0.0,134.0,134.0,134.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,140.7,134.0,0.0,-20,0,0,0,0,0,0,20,2680,0,0,-1,-1,19,-1,7642.0,525.9458146995753,8144.0,7095.0,3.0056197666666668E7,12318.125276734821,3.0069674E7,3.0045519E7,BENIGN
192.168.56.255-192.168.56.1-17500-17500-17,192.168.56.1,17500,192.168.56.255,17500,17,05/09/2017 01:55:59,90188320,4,0,536.0,0.0,134.0,134.0,134.0,0.0,0,0,0,0,5.94311990732281,0.04435164109942396,3.0062773333333332E7,12802.958655456689,3.0077213E7,3.0052808E7,9.018832E7,3.0062773333333332E7,12802.958655456689,3.0077213E7,3.0052808E7,0,0,0,0,0,0,0,0,0,-4,0,0.04435164109942396,0.0,134.0,134.0,134.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,167.5,134.0,0.0,-4,0,0,0,0,0,0,4,536,0,0,-1,-1,3,-1,0,0,0,0,3.0062773333333332E7,12802.958655456689,3.0077213E7,3.0052808E7,BENIGN
192.168.56.1-255.255.255.255-17500-17500-17,192.168.56.1,17500,255.255.255.255,17500,17,05/09/2017 01:57:59,90121661,20,0,2680.0,0.0,134.0,134.0,134.0,0.0,0,0,0,0,29.737578849107095,0.22192223021721713,4743245.315789472,1.1251084045517862E7,3.0043707E7,49.0,9.0121661E7,4743245.315789472,1.1251084045517862E7,3.0043707E7,49.0,0,0,0,0,0,0,0,0,0,-20,0,0.22192223021721713,0.0,134.0,134.0,134.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,140.7,134.0,0.0,-20,0,0,0,0,0,0,20,2680,0,0,-1,-1,19,-1,4564.333333333333,2648.892284207369,7623.0,3028.0,3.0033497666666668E7,8914.222418883955,3.0043707E7,3.0027257E7,BENIGN
192.168.56.255-192.168.56.1-17500-17500-17,192.168.56.1,17500,192.168.56.255,17500,17,05/09/2017 01:57:59,90118113,4,0,536.0,0.0,134.0,134.0,134.0,0.0,0,0,0,0,5.947749926809942,0.04438619348365628,3.0039371E7,10565.815207545511,3.0051E7,3.0030361E7,9.0118113E7,3.0039371E7,10565.815207545511,3.0051E7,3.0030361E7,0,0,0,0,0,0,0,0,0,-4,0,0.04438619348365628,0.0,134.0,134.0,134.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,167.5,134.0,0.0,-4,0,0,0,0,0,0,4,536,0,0,-1,-1,3,-1,0,0,0,0,3.0039371E7,10565.815207545511,3.0051E7,3.0030361E7,BENIGN
192.168.56.1-255.255.255.255-17500-17500-17,192.168.56.1,17500,255.255.255.255,17500,17,05/09/2017 01:59:59,90114936,20,0,2680.0,0.0,134.0,134.0,134.0,0.0,0,0,0,0,29.73979807298537,0.22193879158944307,4742891.368421052,1.1250656060945543E7,3.0038703E7,50.0,9.0114936E7,4742891.368421052,1.1250656060945543E7,3.0038703E7,50.0,0,0,0,0,0,0,0,0,0,-20,0,0.22193879158944307,0.0,134.0,134.0,134.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,140.7,134.0,0.0,-20,0,0,0,0,0,0,20,2680,0,0,-1,-1,19,-1,5090.0,2018.838279803511,7252.0,3254.0,3.0032182333333332E7,5881.221755157114,3.0038703E7,3.0027279E7,BENIGN
192.168.56.255-192.168.56.1-17500-17500-17,192.168.56.1,17500,192.168.56.255,17500,17,05/09/2017 01:59:59,90111860,4,0,536.0,0.0,134.0,134.0,134.0,0.0,0,0,0,0,5.948162650288209,0.0443892735096135,3.0037286666666668E7,7412.140334163496,3.0045426E7,3.0030925E7,9.011186E7,3.0037286666666668E7,7412.140334163496,3.0045426E7,3.0030925E7,0,0,0,0,0,0,0,0,0,-4,0,0.0443892735096135,0.0,134.0,134.0,134.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,167.5,134.0,0.0,-4,0,0,0,0,0,0,4,536,0,0,-1,-1,3,-1,0,0,0,0,3.0037286666666668E7,7412.140334163496,3.0045426E7,3.0030925E7,BENIGN
192.168.56.1-255.255.255.255-17500-17500-17,192.168.56.1,17500,255.255.255.255,17500,17,05/09/2017 02:01:59,90111666,20,0,2680.0,0.0,134.0,134.0,134.0,0.0,0,0,0,0,29.740877279973937,0.22194684537293985,4742719.263157895,1.1250905767982913E7,3.0036476E7,49.0,9.0111666E7,4742719.263157895,1.1250905767982913E7,3.0036476E7,49.0,0,0,0,0,0,0,0,0,0,-20,0,0.22194684537293985,0.0,134.0,134.0,134.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,140.7,134.0,0.0,-20,0,0,0,0,0,0,20,2680,0,0,-1,-1,19,-1,3592.6666666666665,543.5672298192131,4150.0,3064.0,3.0032571666666668E7,5608.387855108929,3.0036476E7,3.0026145E7,BENIGN
192.168.56.255-192.168.56.1-17500-17500-17,192.168.56.1,17500,192.168.56.255,17500,17,05/09/2017 02:01:59,90108602,4,0,536.0,0.0,134.0,134.0,134.0,0.0,0,0,0,0,5.948377714260842,0.04439087846463315,3.0036200666666668E7,5200.717001850162,3.0039696E7,3.0030224E7,9.0108602E7,3.0036200666666668E7,5200.717001850162,3.0039696E7,3.0030224E7,0,0,0,0,0,0,0,0,0,-4,0,0.04439087846463315,0.0,134.0,134.0,134.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,167.5,134.0,0.0,-4,0,0,0,0,0,0,4,536,0,0,-1,-1,3,-1,0,0,0,0,3.0036200666666668E7,5200.717001850162,3.0039696E7,3.0030224E7,BENIGN
192.168.56.1-255.255.255.255-17500-17500-17,192.168.56.1,17500,255.255.255.255,17500,17,05/09/2017 02:03:59,90157750,20,0,2680.0,0.0,134.0,134.0,134.0,0.0,0,0,0,0,29.7256752747268,0.22183339757258808,4745144.736842106,1.1255747014337283E7,3.0060584E7,50.0,9.015775E7,4745144.736842106,1.1255747014337283E7,3.0060584E7,50.0,0,0,0,0,0,0,0,0,0,-20,0,0.22183339757258808,0.0,134.0,134.0,134.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,140.7,134.0,0.0,-20,0,0,0,0,0,0,20,2680,0,0,-1,-1,19,-1,5181.333333333333,2974.4173098832875,8568.0,2993.0,3.0045875333333332E7,19206.002507896672,3.0060584E7,3.0024147E7,BENIGN
192.168.56.255-192.168.56.1-17500-17500-17,192.168.56.1,17500,192.168.56.255,17500,17,05/09/2017 02:03:59,90154616,4,0,536.0,0.0,134.0,134.0,134.0,0.0,0,0,0,0,5.945341722713343,0.04436822181129361,3.0051538666666668E7,19909.595810395884,3.006472E7,3.0028636E7,9.0154616E7,3.0051538666666668E7,19909.595810395884,3.006472E7,3.0028636E7,0,0,0,0,0,0,0,0,0,-4,0,0.04436822181129361,0.0,134.0,134.0,134.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,167.5,134.0,0.0,-4,0,0,0,0,0,0,4,536,0,0,-1,-1,3,-1,0,0,0,0,3.0051538666666668E7,19909.595810395884,3.006472E7,3.0028636E7,BENIGN
192.168.56.1-255.255.255.255-17500-17500-17,192.168.56.1,17500,255.255.255.255,17500,17,05/09/2017 02:06:00,90099660,20,0,2680.0,0.0,134.0,134.0,134.0,0.0,0,0,0,0,29.74484032459168,0.22197642033277373,4742087.368421052,1.1248939345729169E7,3.0032313E7,49.0,9.009966E7,4742087.368421052,1.1248939345729169E7,3.0032313E7,49.0,0,0,0,0,0,0,0,0,0,-20,0,0.22197642033277373,0.0,134.0,134.0,134.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,140.7,134.0,0.0,-20,0,0,0,0,0,0,20,2680,0,0,-1,-1,19,-1,3158.6666666666665,242.38880612217497,3437.0,2994.0,3.0027519666666668E7,4189.963524105351,3.0032313E7,3.0024554E7,BENIGN
