Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
0.96.255.255-0.96.0.4-0-0-0,0.96.255.255,0,0.96.0.4,0,0,17/10/2017 09:58:33,119960356,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.025008261896121747,5.9980178E7,616.5971131946694,5.9980614E7,5.9979742E7,1.19960356E8,5.9980178E7,616.5971131946694,5.9980614E7,5.9979742E7,0,0,0,0,0,0,0,0,0,0,0,0.025008261896121747,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0,0,0,0,5.9980178E7,616.5971131946694,5.9980614E7,5.9979742E7,BENIGN
131.202.242.194-131.202.243.255-138-138-17,131.202.242.194,138,131.202.243.255,138,17,17/10/2017 09:59:35,50612699,34,0,7024.0,0.0,219.0,190.0,206.58823529411762,11.837581773571367,0,0,0,0,138.7794000078913,0.6717681663252142,1533718.1515151514,3371375.561388038,1.9555888E7,1.0,5.0612699E7,1533718.1515151514,3371375.561388038,1.9555888E7,1.0,0,0,0,0,0,0,0,0,0,-34,0,0.6717681663252142,0.0,190.0,219.0,206.94285714285718,11.849405190191812,140.40840336134463,0,0,0,0,0,0,0,0,0.0,213.02941176470588,206.58823529411765,0.0,0,0,0,0,0,0,34,7024,0,0,-1,-1,33,-1,1.590422E7,0.0,1.590422E7,1.590422E7,1.9555888E7,0.0,1.9555888E7,1.9555888E7,BENIGN
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,17/10/2017 09:59:39,119662781,8624,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,72.06919250857123,13877.163516177641,66083.35637949228,2410390.0,4.0,1.19662781E8,13877.163516177641,66083.35637949228,2410390.0,4.0,0,0,0,0,0,0,0,0,0,0,0,72.06919250857123,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,8624,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,BENIGN
131.202.242.29-224.0.0.251-5353-5353-17,131.202.242.29,5353,224.0.0.251,5353,17,17/10/2017 09:59:41,118002494,18,0,2712.0,0.0,188.0,76.0,150.66666666666666,54.327980008138596,0,0,0,0,22.98256509731057,0.15253914887595513,6941323.176470589,9516469.691582726,2.8194389E7,249906.0,1.18002494E8,6941323.176470589,9516469.691582726,2.8194389E7,249906.0,0,0,0,0,0,0,0,0,0,-18,0,0.15253914887595513,0.0,76.0,188.0,152.6315789473684,53.487496489382956,2860.9122807017543,0,0,0,0,0,0,0,0,0.0,161.11111111111111,150.66666666666666,0.0,0,0,0,0,0,0,18,2712,0,0,-1,-1,17,-1,5907454.5,2680706.1541952896,7803000.0,4011909.0,1.7399403166666668E7,9088365.593192747,2.8194389E7,8003208.0,BENIGN
131.202.242.189-23.21.222.104-48624-443-6,131.202.242.189,48624,23.21.222.104,443,6,17/10/2017 10:01:24,19149551,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.10444109107310141,1.9149551E7,0.0,1.9149551E7,1.9149551E7,1.9149551E7,1.9149551E7,0.0,1.9149551E7,1.9149551E7,0,0,0,0,0,0,0,0,0,64,0,0.10444109107310141,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,869,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
131.202.242.189-35.182.168.82-53596-443-6,131.202.242.189,53596,35.182.168.82,443,6,17/10/2017 10:00:39,63941801,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.04691766501853772,3.19709005E7,1.8403282002420668E7,4.4983986E7,1.8957815E7,6.3941801E7,3.19709005E7,1.8403282002420668E7,4.4983986E7,1.8957815E7,0,0,0,0,0,0,0,0,0,96,0,0.04691766501853772,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,432,-1,0,32,0,0,0,0,4.4983986E7,0.0,4.4983986E7,4.4983986E7,BENIGN
131.202.242.189-23.21.222.104-48638-443-6,131.202.242.189,48638,23.21.222.104,443,6,17/10/2017 10:01:23,20157822,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0992170681931808,2.0157822E7,0.0,2.0157822E7,2.0157822E7,2.0157822E7,2.0157822E7,0.0,2.0157822E7,2.0157822E7,0,0,0,0,0,0,0,0,0,64,0,0.0992170681931808,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,1020,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
131.202.242.189-23.21.222.104-48636-443-6,131.202.242.189,48636,23.21.222.104,443,6,17/10/2017 10:01:24,19149785,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.1044398148595402,1.9149785E7,0.0,1.9149785E7,1.9149785E7,1.9149785E7,1.9149785E7,0.0,1.9149785E7,1.9149785E7,0,0,0,0,0,0,0,0,0,64,0,0.1044398148595402,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,1184,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
131.202.242.189-23.21.222.104-48642-443-6,131.202.242.189,48642,23.21.222.104,443,6,17/10/2017 10:01:24,19149806,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.10443970032907904,1.9149806E7,0.0,1.9149806E7,1.9149806E7,1.9149806E7,1.9149806E7,0.0,1.9149806E7,1.9149806E7,0,0,0,0,0,0,0,0,0,64,0,0.10443970032907904,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,800,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
131.202.242.189-142.245.97.14-41430-443-6,131.202.242.189,41430,142.245.97.14,443,6,17/10/2017 10:00:36,66345881,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.045217577259995985,3.31729405E7,1.6709097995318135E7,4.4988057E7,2.1357824E7,6.6345881E7,3.31729405E7,1.6709097995318135E7,4.4988057E7,2.1357824E7,0,0,0,0,0,0,0,0,0,60,0,0.045217577259995985,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,54568,-1,0,20,0,0,0,0,4.4988057E7,0.0,4.4988057E7,4.4988057E7,BENIGN
