Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init Win Bytes Fwd,Init Win Bytes Bwd,Act Data Pkt Fwd,Min Seg Size Fwd,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
127.0.0.1-127.0.0.1-42460-41024-6,127.0.0.1,42460,127.0.0.1,41024,6,01/02/2018 09:35:25,15000723,8,0,96.0,0.0,74.0,0.0,12.0,25.62922439047157,0,0,0,0,6.399691534868019,0.5333076279056682,2142960.4285714286,5652613.3793433355,1.4961841E7,12.0,1.5000723E7,2142960.4285714286,5652613.3793433355,1.4961841E7,12.0,0,0,0,0,0,0,0,0,0,264,0,0.5333076279056682,0.0,0.0,74.0,10.666666666666666,24.305349205473266,590.7499999999999,0,0,0,1,0,0,0,0,0.0,12.0,12.0,0.0,0,0,0,0,0,0,8,96,0,0,43690,-1,3,32,0,0,0,0,0,0,0,0,CIC
127.0.0.1-127.0.0.1-41024-42460-6,127.0.0.1,41024,127.0.0.1,42460,6,01/02/2018 09:35:25,15000757,6,0,46.0,0.0,30.0,0.0,7.666666666666666,12.67543556122103,0,0,0,0,3.0665119100322737,0.3999798143520357,3000151.4,6708422.284565149,1.5000542E7,30.0,1.5000757E7,3000151.4,6708422.284565149,1.5000542E7,30.0,0,0,0,0,0,0,0,0,0,200,0,0.3999798143520357,0.0,0.0,30.0,6.571428571428571,11.92835756865606,142.28571428571428,0,0,0,1,1,0,0,0,0.0,7.666666666666667,7.666666666666667,0.0,0,0,0,0,0,0,6,46,0,0,43690,-1,2,32,0,0,0,0,0,0,0,0,CIC
127.0.0.1-127.0.0.1-42466-41024-6,127.0.0.1,42466,127.0.0.1,41024,6,01/02/2018 09:35:45,15000560,8,0,96.0,0.0,74.0,0.0,12.0,25.62922439047157,0,0,0,0,6.399761075586511,0.5333134229655426,2142937.1428571427,5652795.460552428,1.4962232E7,17.0,1.500056E7,2142937.1428571427,5652795.460552428,1.4962232E7,17.0,0,0,0,0,0,0,0,0,0,264,0,0.5333134229655426,0.0,0.0,74.0,10.666666666666666,24.305349205473266,590.7499999999999,0,0,0,1,0,0,0,0,0.0,12.0,12.0,0.0,0,0,0,0,0,0,8,96,0,0,43690,-1,3,32,0,0,0,0,0,0,0,0,CIC
127.0.0.1-127.0.0.1-41024-42466-6,127.0.0.1,41024,127.0.0.1,42466,6,01/02/2018 09:35:45,15000591,6,0,46.0,0.0,30.0,0.0,7.666666666666666,12.67543556122103,0,0,0,0,3.066545844760383,0.39998424062091953,3000118.2,6708300.530701662,1.5000291E7,42.0,1.5000591E7,3000118.2,6708300.530701662,1.5000291E7,42.0,0,0,0,0,0,0,0,0,0,200,0,0.39998424062091953,0.0,0.0,30.0,6.571428571428571,11.92835756865606,142.28571428571428,0,0,0,1,1,0,0,0,0.0,7.666666666666667,7.666666666666667,0.0,0,0,0,0,0,0,6,46,0,0,43690,-1,2,32,0,0,0,0,0,0,0,0,CIC
127.0.0.1-127.0.0.1-42468-41024-6,127.0.0.1,42468,127.0.0.1,41024,6,01/02/2018 09:36:05,15000548,8,0,96.0,0.0,74.0,0.0,12.0,25.62922439047157,0,0,0,0,6.399766195208335,0.5333138496006946,2142935.4285714286,5652997.353781528,1.4962689E7,13.0,1.5000548E7,2142935.4285714286,5652997.353781528,1.4962689E7,13.0,0,0,0,0,0,0,0,0,0,264,0,0.5333138496006946,0.0,0.0,74.0,10.666666666666666,24.305349205473266,590.7499999999999,0,0,0,1,0,0,0,0,0.0,12.0,12.0,0.0,0,0,0,0,0,0,8,96,0,0,43690,-1,3,32,0,0,0,0,0,0,0,0,CIC
127.0.0.1-127.0.0.1-41024-42468-6,127.0.0.1,41024,127.0.0.1,42468,6,01/02/2018 09:36:05,15000580,6,0,46.0,0.0,30.0,0.0,7.666666666666666,12.67543556122103,0,0,0,0,3.066548093473719,0.3999845339313547,3000116.0,6708338.655647462,1.5000357E7,25.0,1.500058E7,3000116.0,6708338.655647462,1.5000357E7,25.0,0,0,0,0,0,0,0,0,0,200,0,0.3999845339313547,0.0,0.0,30.0,6.571428571428571,11.92835756865606,142.28571428571428,0,0,0,1,1,0,0,0,0.0,7.666666666666667,7.666666666666667,0.0,0,0,0,0,0,0,6,46,0,0,43690,-1,2,32,0,0,0,0,0,0,0,0,CIC
127.0.0.1-127.0.0.1-42470-41024-6,127.0.0.1,42470,127.0.0.1,41024,6,01/02/2018 09:36:25,15000662,8,0,96.0,0.0,74.0,0.0,12.0,25.62922439047157,0,0,0,0,6.399717559131724,0.5333097965943103,2142951.714285714,5653293.022483525,1.4963377E7,14.0,1.5000662E7,2142951.714285714,5653293.022483525,1.4963377E7,14.0,0,0,0,0,0,0,0,0,0,264,0,0.5333097965943103,0.0,0.0,74.0,10.666666666666666,24.305349205473266,590.7499999999999,0,0,0,1,0,0,0,0,0.0,12.0,12.0,0.0,0,0,0,0,0,0,8,96,0,0,43690,-1,3,32,0,0,0,0,0,0,0,0,CIC
127.0.0.1-127.0.0.1-41024-42470-6,127.0.0.1,41024,127.0.0.1,42470,6,01/02/2018 09:36:25,15000699,6,0,46.0,0.0,30.0,0.0,7.666666666666666,12.67543556122103,0,0,0,0,3.0665237666591407,0.39998136086858355,3000139.8,6708391.315099448,1.5000475E7,24.0,1.5000699E7,3000139.8,6708391.315099448,1.5000475E7,24.0,0,0,0,0,0,0,0,0,0,200,0,0.39998136086858355,0.0,0.0,30.0,6.571428571428571,11.92835756865606,142.28571428571428,0,0,0,1,1,0,0,0,0.0,7.666666666666667,7.666666666666667,0.0,0,0,0,0,0,0,6,46,0,0,43690,-1,2,32,0,0,0,0,0,0,0,0,CIC
127.0.0.1-127.0.0.1-42472-41024-6,127.0.0.1,42472,127.0.0.1,41024,6,01/02/2018 09:36:45,15000672,8,0,96.0,0.0,74.0,0.0,12.0,25.62922439047157,0,0,0,0,6.39971329284448,0.5333094410703734,2142953.1428571427,5653482.941045824,1.496381E7,16.0,1.5000672E7,2142953.1428571427,5653482.941045824,1.496381E7,16.0,0,0,0,0,0,0,0,0,0,264,0,0.5333094410703734,0.0,0.0,74.0,10.666666666666666,24.305349205473266,590.7499999999999,0,0,0,1,0,0,0,0,0.0,12.0,12.0,0.0,0,0,0,0,0,0,8,96,0,0,43690,-1,3,32,0,0,0,0,0,0,0,0,CIC
127.0.0.1-127.0.0.1-41024-42472-6,127.0.0.1,41024,127.0.0.1,42472,6,01/02/2018 09:36:45,15000709,6,0,46.0,0.0,30.0,0.0,7.666666666666666,12.67543556122103,0,0,0,0,3.0665217224065873,0.39998109422694617,3000141.8,6708393.551157139,1.5000481E7,24.0,1.5000709E7,3000141.8,6708393.551157139,1.5000481E7,24.0,0,0,0,0,0,0,0,0,0,200,0,0.39998109422694617,0.0,0.0,30.0,6.571428571428571,11.92835756865606,142.28571428571428,0,0,0,1,1,0,0,0,0.0,7.666666666666667,7.666666666666667,0.0,0,0,0,0,0,0,6,46,0,0,43690,-1,2,32,0,0,0,0,0,0,0,0,CIC
