Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
131.202.242.189-172.217.9.238-46066-443-6,131.202.242.189,46066,172.217.9.238,443,6,16/10/2017 08:36:38,104809413,3,5,0.0,63.0,0.0,0.0,0.0,0.0,63.0,0.0,12.6,28.17445651649735,0.601091048949964,0.07632902208888433,1.4972773285714287E7,2.121723671129056E7,4.5028733E7,31.0,9.0111942E7,4.5055971E7,43.840620433565945,4.5056002E7,4.505594E7,1.04782144E8,2.6195536E7,2.258669365063432E7,4.5056747E7,31.0,0,0,0,0,96,160,0.02862338328333162,0.0477056388055527,0.0,63.0,7.0,21.0,441.0,0,0,0,0,1,0,0,0,1.0,7.875,0.0,12.6,96,0,0,0,0,0,0,3,0,5,63,319,170,0,32,27548.333333333332,405.95114648604374,28014.0,27269.0,3.4908912333333336E7,1.752734468029588E7,4.5028733E7,1.4670078E7,BENIGN
131.202.242.189-172.217.9.234-48528-443-6,131.202.242.189,48528,172.217.9.234,443,6,16/10/2017 08:36:41,104847384,3,5,0.0,63.0,0.0,0.0,0.0,0.0,63.0,0.0,12.6,28.17445651649735,0.6008733608460846,0.07630137915505836,1.4978197714285715E7,2.1217319711559027E7,4.5028597E7,48.0,9.0111924E7,4.5055962E7,22.627416997969522,4.5055978E7,4.5055946E7,1.04819938E8,2.62049845E7,2.25801287045074E7,4.5055881E7,48.0,0,0,0,0,96,160,0.028613017183146884,0.04768836197191147,0.0,63.0,7.0,21.0,441.0,0,0,0,0,1,0,0,0,1.0,7.875,0.0,12.6,96,0,0,0,0,0,0,3,0,5,63,340,179,0,32,27357.333333333332,102.56867618007621,27446.0,27245.0,3.4921754666666664E7,1.7505480421024337E7,4.5028597E7,1.4708167E7,BENIGN
131.202.242.189-93.184.216.172-43810-443-6,131.202.242.189,43810,93.184.216.172,443,6,16/10/2017 08:36:57,89842687,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055652832377998666,2.246067175E7,2.591112992642818E7,4.5034987E7,21125.0,4.5056112E7,4.5056112E7,0.0,4.5056112E7,4.5056112E7,8.9821562E7,4.4910781E7,205677.56365729345,4.5056217E7,4.4765345E7,0,0,0,0,64,96,0.02226113295119947,0.033391699426799204,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,3,0,568,290,0,32,21125.0,0.0,21125.0,21125.0,4.5034987E7,0.0,4.5034987E7,4.5034987E7,BENIGN
131.202.242.189-172.217.9.225-46094-443-6,131.202.242.189,46094,172.217.9.225,443,6,16/10/2017 08:36:42,104771727,4,5,0.0,63.0,0.0,0.0,0.0,0.0,63.0,0.0,12.6,28.17445651649735,0.6013072591616248,0.08590103702308925,1.3096465874999998E7,2.0343821311798025E7,4.5028528E7,6.0,1.04771721E8,3.4923907E7,1.7549249633550946E7,4.5055991E7,1.4659779E7,1.04744212E8,2.6186053E7,2.259303480578254E7,4.5055899E7,59.0,0,0,0,0,128,160,0.03817823867692856,0.047722798346160694,0.0,63.0,6.3,19.922349259060788,396.9,0,0,0,0,1,0,0,0,1.0,7.0,0.0,12.6,128,0,0,0,0,0,0,4,0,5,63,319,170,0,32,27445.666666666668,79.43131204590124,27515.0,27359.0,3.4896443666666664E7,1.754920517762911E7,4.5028528E7,1.4632367E7,BENIGN
131.202.242.189-172.217.9.234-48864-443-6,131.202.242.189,48864,172.217.9.234,443,6,16/10/2017 08:36:43,104818141,4,5,0.0,63.0,0.0,0.0,0.0,0.0,63.0,0.0,12.6,28.17445651649735,0.6010409972830943,0.08586299961187062,1.3102267625000002E7,2.034434139326582E7,4.5028657E7,7.0,1.04818134E8,3.4939378E7,1.75224617357635E7,4.5055998E7,1.4706182E7,1.04790609E8,2.619765225E7,2.258522108680582E7,4.5056219E7,74.0,0,0,0,0,128,160,0.03816133316083139,0.04770166645103924,0.0,63.0,6.3,19.922349259060788,396.9,0,0,0,0,1,0,0,0,1.0,7.0,0.0,12.6,128,0,0,0,0,0,0,4,0,5,63,318,175,0,32,27478.333333333332,119.87632515777807,27562.0,27341.0,3.4911877333333336E7,1.7522572876070462E7,4.5028657E7,1.4678553E7,BENIGN
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,16/10/2017 08:36:29,119917700,7158,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,59.69093803500234,16755.30250104791,74038.59435029303,1422520.0,0.0,1.199177E8,16755.30250104791,74038.59435029303,1422520.0,0.0,0,0,0,0,0,0,0,0,0,0,0,59.69093803500234,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,7158,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,BENIGN
131.202.242.189-34.228.75.114-58500-443-6,131.202.242.189,58500,34.228.75.114,443,6,16/10/2017 08:36:30,110035167,24,12,756.0,756.0,63.0,0.0,31.5,32.1774968626807,63.0,63.0,63.0,0.0,13.741061528084018,0.327168131621048,3143861.9142857143,4685178.182058026,9965276.0,23.0,1.10035167E8,4784137.695652174,5071499.791610183,9965276.0,34980.0,1.1000005E8,1.0000004545454547E7,790.5459333443353,1.0001585E7,9998358.0,1,0,0,0,768,384,0.21811208774736535,0.10905604387368267,0.0,63.0,42.56756756756756,29.898476866203715,893.9189189189187,0,1,0,0,1,0,0,0,0.0,43.75,31.5,63.0,768,0,0,0,0,0,0,24,756,12,756,570,1012,11,32,35289.454545454544,484.10254360752157,36668.0,34980.0,9964714.454545455,518.0037381401146,9965276.0,9963348.0,BENIGN
131.202.242.189-172.217.9.227-37894-443-6,131.202.242.189,37894,172.217.9.227,443,6,16/10/2017 08:36:47,104764430,3,5,0.0,63.0,0.0,0.0,0.0,0.0,63.0,0.0,12.6,28.17445651649735,0.6013491411159303,0.07636179569726098,1.4966347142857144E7,2.1217607795676112E7,4.5028789E7,52.0,9.0112013E7,4.50560065E7,95.45941546018392,4.5056074E7,4.5055939E7,1.04737145E8,2.618428625E7,2.2594350301124133E7,4.505612E7,52.0,0,0,0,0,96,160,0.028635673386472868,0.04772612231078811,0.0,63.0,7.0,21.0,441.0,0,0,0,0,1,0,0,0,1.0,7.875,0.0,12.6,96,0,0,0,0,0,0,3,0,5,63,2002,175,0,32,27305.666666666668,23.35237318418266,27331.0,27285.0,3.4894153666666664E7,1.755354656315129E7,4.5028789E7,1.4625064E7,BENIGN
131.202.242.189-13.107.18.11-41302-443-6,13.107.18.11,443,131.202.242.189,41302,6,16/10/2017 08:36:32,80015697,14,13,9400.0,2813.0,4288.0,0.0,671.4285714285713,1355.8838567395928,2767.0,0.0,216.38461538461542,766.469997071155,152.63255158547204,0.33743379127223,3077526.807692308,9459387.483879471,3.9999886E7,1.0,8.0015694E7,6155053.384615385,1.2884760989647774E7,3.9999896E7,4.0,8.001567E7,6667972.500000001,1.3313396384837687E7,3.9999914E7,3.0,1,0,0,0,448,416,0.17496566954856368,0.1624681217236663,0.0,4288.0,438.2142857142857,1097.0611704185922,1203543.2116402115,0,1,0,0,1,0,0,0,0.0,454.44444444444446,671.4285714285714,216.3846153846154,448,0,0,0,0,0,0,14,9400,13,2813,1029,3043,10,32,31364.666666666664,54100.98171321231,93835.0,33.0,2.6640523E7,1.330588880619431E7,3.9999886E7,1.3388761E7,BENIGN
131.202.242.73-255.255.255.255-17500-17500-17,131.202.242.73,17500,255.255.255.255,17500,17,16/10/2017 08:36:33,90019714,4,0,624.0,0.0,156.0,156.0,156.0,0.0,0,0,0,0,6.931814957776916,0.04443471126780074,3.0006571333333332E7,91.87672900867408,3.0006672E7,3.0006492E7,9.0019714E7,3.0006571333333332E7,91.87672900867408,3.0006672E7,3.0006492E7,0,0,0,0,0,0,0,0,0,-4,0,0.04443471126780074,0.0,156.0,156.0,156.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,195.0,156.0,0.0,-4,0,0,0,0,0,0,4,624,0,0,-1,-1,3,-1,0,0,0,0,3.0006571333333332E7,91.87672900867408,3.0006672E7,3.0006492E7,BENIGN
131.202.242.73-131.202.243.255-17500-17500-17,131.202.242.73,17500,131.202.243.255,17500,17,16/10/2017 08:36:33,90019717,4,0,624.0,0.0,156.0,156.0,156.0,0.0,0,0,0,0,6.931814726767026,0.04443470978696812,3.0006572333333332E7,125.64367605786346,3.0006716E7,3.0006483E7,9.0019717E7,3.0006572333333332E7,125.64367605786346,3.0006716E7,3.0006483E7,0,0,0,0,0,0,0,0,0,-4,0,0.04443470978696812,0.0,156.0,156.0,156.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,195.0,156.0,0.0,-4,0,0,0,0,0,0,4,624,0,0,-1,-1,3,-1,0,0,0,0,3.0006572333333332E7,125.64367605786346,3.0006716E7,3.0006483E7,BENIGN
131.202.242.189-255.255.255.255-17500-17500-17,131.202.242.189,17500,255.255.255.255,17500,17,16/10/2017 08:36:34,90027875,4,0,536.0,0.0,134.0,134.0,134.0,0.0,0,0,0,0,5.9537115587811,0.04443068327448582,3.0009291666666668E7,402.29508241256605,3.0009661E7,3.0008863E7,9.0027875E7,3.0009291666666668E7,402.29508241256605,3.0009661E7,3.0008863E7,0,0,0,0,0,0,0,0,0,-4,0,0.04443068327448582,0.0,134.0,134.0,134.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,167.5,134.0,0.0,-4,0,0,0,0,0,0,4,536,0,0,-1,-1,3,-1,0,0,0,0,3.0009291666666668E7,402.29508241256605,3.0009661E7,3.0008863E7,BENIGN
131.202.242.189-131.202.243.255-17500-17500-17,131.202.242.189,17500,131.202.243.255,17500,17,16/10/2017 08:36:34,90027866,4,0,536.0,0.0,134.0,134.0,134.0,0.0,0,0,0,0,5.953712153967972,0.0444306877161789,3.0009288666666668E7,402.46283472307516,3.0009663E7,3.0008863E7,9.0027866E7,3.0009288666666668E7,402.46283472307516,3.0009663E7,3.0008863E7,0,0,0,0,0,0,0,0,0,-4,0,0.0444306877161789,0.0,134.0,134.0,134.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,167.5,134.0,0.0,-4,0,0,0,0,0,0,4,536,0,0,-1,-1,3,-1,0,0,0,0,3.0009288666666668E7,402.46283472307516,3.0009663E7,3.0008863E7,BENIGN
131.202.242.166-224.0.0.251-5353-5353-17,131.202.242.166,5353,224.0.0.251,5353,17,16/10/2017 08:36:33,119474862,66,0,792.0,0.0,12.0,12.0,12.0,0.0,0,0,0,0,6.629009540098903,0.5524174616749087,1838074.8000000003,2813502.412313661,1.0001154E7,96.0,1.19474862E8,1838074.8000000003,2813502.412313661,1.0001154E7,96.0,0,0,0,0,0,0,0,0,0,-66,0,0.5524174616749087,0.0,12.0,12.0,12.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,12.181818181818182,12.0,0.0,-66,0,0,0,0,0,0,66,792,0,0,-1,-1,65,-1,6342069.571428571,7379749.735859065,2.1283248E7,681825.0,8342263.88888889,1451022.380779277,1.0001154E7,5631627.0,BENIGN
131.202.242.189-162.125.4.3-57596-443-6,131.202.242.189,57596,162.125.4.3,443,6,16/10/2017 08:36:29,109311374,62,65,34495.0,40680.0,1608.0,0.0,556.3709677419355,617.725580588826,4125.0,0.0,625.8461538461537,1107.3408637188184,687.7143452610887,1.1618187143087233,867550.5873015875,2553271.855192721,1.8500374E7,3.0,1.09311374E8,1791989.7377049178,3451023.337582347,1.8500374E7,6.0,1.0928202E8,1707531.5625,3401190.3759372146,1.8529731E7,11.0,1,0,0,0,1984,2080,0.5671870888751247,0.5946316254335985,0.0,4125.0,598.484375,898.8418881602132,807916.7399114172,0,1,0,0,1,0,0,0,1.0,603.1968503937007,556.3709677419355,625.8461538461538,1984,0,0,0,0,0,0,62,34495,65,40680,438,240,29,32,5208817.2,3734058.770895043,9763234.0,1070651.0,1.19681388E7,4939433.549472925,1.8500374E7,5081063.0,BENIGN
131.202.242.194-224.0.0.251-5353-5353-17,131.202.242.194,5353,224.0.0.251,5353,17,16/10/2017 08:36:34,110004457,24,0,21664.0,0.0,1446.0,47.0,902.6666666666666,427.9413477352349,0,0,0,0,196.9374749970358,0.21817297820941928,4782802.47826087,4911835.669048949,1.0003183E7,13.0,1.10004457E8,4782802.47826087,4911835.669048949,1.0003183E7,13.0,0,0,0,0,0,0,0,0,0,-24,0,0.21817297820941928,0.0,47.0,1446.0,918.04,425.92453165633304,181411.70666666667,0,0,0,0,0,0,0,0,0.0,956.2916666666666,902.6666666666666,0.0,-24,0,0,0,0,0,0,24,21664,0,0,-1,-1,23,-1,316303.2222222222,948846.666674571,2846561.0,13.0,9741608.181818182,855711.951662102,1.0003183E7,7161554.0,BENIGN
131.202.242.189-162.125.4.4-40338-443-6,131.202.242.189,40338,162.125.4.4,443,6,16/10/2017 08:36:29,105709896,20,19,20997.0,4774.0,2856.0,0.0,1049.8500000000001,1133.960097460038,630.0,0.0,251.26315789473682,273.8719981031818,243.78985293865014,0.36893423866389957,2781839.3684210526,6709446.825197116,3.5433513E7,5.0,1.05709896E8,5563678.736842104,8729899.93852102,3.5433513E7,5.0,1.05677803E8,5870989.055555556,8897220.817247078,3.5465436E7,14.0,0,0,0,0,640,608,0.18919704546866642,0.17973719319523312,0.0,2856.0,715.6750000000001,969.9839910785732,940868.9429487177,0,0,0,0,1,0,0,0,0.0,734.025641025641,1049.85,251.26315789473685,640,0,0,0,0,0,0,20,20997,19,4774,361,181,10,32,465837.5,177371.8738300974,679364.0,217371.0,1.268547675E7,9785999.599613195,3.5433513E7,5076212.0,BENIGN
131.202.242.189-162.125.4.3-57504-443-6,131.202.242.189,57504,162.125.4.3,443,6,16/10/2017 08:36:30,108499017,63,69,34255.0,48100.0,1608.0,0.0,543.7301587301587,613.3089840221097,4125.0,0.0,697.1014492753623,1229.6472730125824,759.0391348891208,1.2166008840430325,828236.7709923664,2467681.7400377616,1.7657204E7,1.0,1.08499017E8,1749984.1451612902,3368673.0600325963,1.7657204E7,3.0,1.08469643E8,1595141.8088235296,3264872.7247893927,1.7686561E7,4.0,1,0,0,0,2016,2208,0.5806504219296291,0.6359504621134033,0.0,4125.0,629.96992481203,983.0400122860194,966367.6657552972,0,1,0,0,1,0,0,0,1.0,634.7424242424242,543.7301587301587,697.1014492753624,2016,0,0,0,0,0,0,63,34255,69,48100,533,281,29,32,4995186.2,3466824.3215337866,9116600.0,1013242.0,1.17721432E7,4719099.062783245,1.7657204E7,5519787.0,BENIGN
131.202.242.189-162.125.18.133-33096-443-6,162.125.18.133,443,131.202.242.189,33096,6,16/10/2017 08:36:31,108062349,32,32,8320.0,11648.0,520.0,0.0,260.0,264.16026416039625,728.0,0.0,364.0,369.8243698245547,184.78221309070378,0.592250682983025,1715275.3809523813,3681370.3545069895,1.9099753E7,8.0,1.08062349E8,3485882.225806452,4656038.794318841,1.9099753E7,624.0,1.08025891E8,3484706.1612903224,4677371.969814211,1.9136226E7,37190.0,1,0,0,0,1024,1024,0.2961253414915125,0.2961253414915125,0.0,728.0,315.19999999999993,321.5860693500265,103417.60000000006,0,1,0,0,1,0,0,0,1.0,320.125,260.0,364.0,1024,0,0,0,0,0,0,32,8320,32,11648,127,1199,15,32,3859529.0,3328295.0335290288,8552963.0,918794.0,1.1661559333333334E7,4848745.473925546,1.9099753E7,6287458.0,BENIGN
131.202.242.189-172.217.9.238-46826-443-6,131.202.242.189,46826,172.217.9.238,443,6,16/10/2017 08:36:52,104857821,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06675706144990368,1.74763035E7,2.2087349594299655E7,4.5028652E7,27343.0,9.0112033E7,4.50560165E7,30.405591591021544,4.5056038E7,4.5055995E7,1.04830478E8,3.4943492666666664E7,1.7515649291437995E7,4.5056239E7,1.4718163E7,0,0,0,0,96,128,0.028610169192815862,0.03814689225708781,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,96,0,0,0,0,0,0,3,0,4,0,363,179,0,32,27383.5,57.27564927611035,27424.0,27343.0,4.5028633E7,26.870057685088806,4.5028652E7,4.5028614E7,BENIGN
131.202.242.189-172.217.9.238-46826-443-6,131.202.242.189,46826,172.217.9.238,443,6,16/10/2017 08:38:37,115,3,1,0.0,63.0,0.0,0.0,0.0,0.0,63.0,63.0,63.0,0.0,547826.0869565217,34782.608695652176,38.33333333333333,55.24792605458899,102.0,3.0,115.0,57.5,62.932503525602726,102.0,13.0,0,0,0,0,0,0,0,0,0,108,32,26086.95652173913,8695.652173913044,0.0,63.0,12.6,28.17445651649735,793.8,0,0,0,0,1,0,0,0,0.0,15.75,0.0,63.0,108,0,0,0,0,0,0,3,0,1,63,363,179,0,32,0,0,0,0,0,0,0,0,BENIGN
131.202.242.153-255.255.255.255-41035-17500-17,131.202.242.153,41035,255.255.255.255,17500,17,16/10/2017 08:36:38,90473037,16,0,2320.0,0.0,145.0,145.0,145.0,0.0,0,0,0,0,25.6429990296446,0.17684826916996274,6031535.8,1.248398471702267E7,3.0199451E7,12.0,9.0473037E7,6031535.8,1.248398471702267E7,3.0199451E7,12.0,0,0,0,0,0,0,0,0,0,-16,0,0.17684826916996274,0.0,145.0,145.0,145.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,154.0625,145.0,0.0,-16,0,0,0,0,0,0,16,2320,0,0,-1,-1,15,-1,3581.3333333333335,147.33069379234365,3747.0,3465.0,3.0152861666666668E7,46666.188930888,3.0199451E7,3.0106119E7,BENIGN
131.202.242.192-255.255.255.255-17500-17500-17,131.202.242.192,17500,255.255.255.255,17500,17,16/10/2017 08:36:40,90105922,4,0,584.0,0.0,146.0,146.0,146.0,0.0,0,0,0,0,6.481261020779522,0.04439219877246248,3.0035307333333332E7,831.563186615024,3.0036156E7,3.0034494E7,9.0105922E7,3.0035307333333332E7,831.563186615024,3.0036156E7,3.0034494E7,0,0,0,0,0,0,0,0,0,-4,0,0.04439219877246248,0.0,146.0,146.0,146.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,182.5,146.0,0.0,-4,0,0,0,0,0,0,4,584,0,0,-1,-1,3,-1,0,0,0,0,3.0035307333333332E7,831.563186615024,3.0036156E7,3.0034494E7,BENIGN
131.202.242.192-131.202.243.255-17500-17500-17,131.202.242.192,17500,131.202.243.255,17500,17,16/10/2017 08:36:40,90105420,4,0,584.0,0.0,146.0,146.0,146.0,0.0,0,0,0,0,6.481297129517848,0.044392446092587995,3.003514E7,901.5359116529968,3.0035947E7,3.0034167E7,9.010542E7,3.003514E7,901.5359116529968,3.0035947E7,3.0034167E7,0,0,0,0,0,0,0,0,0,-4,0,0.044392446092587995,0.0,146.0,146.0,146.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,182.5,146.0,0.0,-4,0,0,0,0,0,0,4,584,0,0,-1,-1,3,-1,0,0,0,0,3.003514E7,901.5359116529968,3.0035947E7,3.0034167E7,BENIGN
131.202.242.182-255.255.255.255-17500-17500-17,131.202.242.182,17500,255.255.255.255,17500,17,16/10/2017 08:36:40,90036357,4,0,536.0,0.0,134.0,134.0,134.0,0.0,0,0,0,0,5.95315068111874,0.04442649762028911,3.0012119E7,256.6787875925862,3.0012339E7,3.0011837E7,9.0036357E7,3.0012119E7,256.6787875925862,3.0012339E7,3.0011837E7,0,0,0,0,0,0,0,0,0,-4,0,0.04442649762028911,0.0,134.0,134.0,134.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,167.5,134.0,0.0,-4,0,0,0,0,0,0,4,536,0,0,-1,-1,3,-1,0,0,0,0,3.0012119E7,256.6787875925862,3.0012339E7,3.0011837E7,BENIGN
131.202.242.182-131.202.243.255-17500-17500-17,131.202.242.182,17500,131.202.243.255,17500,17,16/10/2017 08:36:40,90036375,4,0,536.0,0.0,134.0,134.0,134.0,0.0,0,0,0,0,5.953149490969621,0.04442648873857927,3.0012125E7,277.02165980298366,3.0012326E7,3.0011809E7,9.0036375E7,3.0012125E7,277.02165980298366,3.0012326E7,3.0011809E7,0,0,0,0,0,0,0,0,0,-4,0,0.04442648873857927,0.0,134.0,134.0,134.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,167.5,134.0,0.0,-4,0,0,0,0,0,0,4,536,0,0,-1,-1,3,-1,0,0,0,0,3.0012125E7,277.02165980298366,3.0012326E7,3.0011809E7,BENIGN
131.202.242.189-54.192.52.33-49164-443-6,131.202.242.189,49164,54.192.52.33,443,6,16/10/2017 08:37:11,89886597,5,5,0.0,77.0,0.0,0.0,0.0,0.0,46.0,0.0,15.4,21.743964679883014,0.8566349441396697,0.11125129144671035,9987399.666666666,1.9802934341577787E7,4.5029049E7,3.0,8.9886594E7,2.24716485E7,2.594813236154779E7,4.505595E7,46.0,8.9859696E7,2.2464924E7,2.594039966715193E7,4.5055942E7,52.0,0,0,0,0,160,160,0.055625645723355176,0.055625645723355176,0.0,46.0,7.0,15.931101656822104,253.8,0,0,0,0,1,0,0,0,1.0,7.7,0.0,15.4,160,0,0,0,0,0,0,5,0,5,77,1172,126,0,32,26897.0,5.656854249492381,26901.0,26893.0,4.49163455E7,159386.8182269161,4.5029049E7,4.4803642E7,BENIGN
131.202.242.189-172.217.9.234-48308-443-6,131.202.242.189,48308,172.217.9.234,443,6,16/10/2017 08:36:57,104783487,3,4,0.0,63.0,0.0,0.0,0.0,0.0,63.0,0.0,15.75,31.5,0.6012397735914248,0.0668044192879361,1.74639145E7,2.2100338095181797E7,4.5056041E7,23.0,9.0112036E7,4.5056018E7,32.526911934581186,4.5056041E7,4.5055995E7,5.9699915E7,1.9899971666666664E7,2.2983253788717065E7,4.5055997E7,23.0,0,0,0,0,96,128,0.028630465409115468,0.038173953878820624,0.0,63.0,7.875,22.273863607376246,496.125,0,0,0,0,1,0,0,0,1.0,9.0,0.0,15.75,96,0,0,0,0,0,0,3,0,4,63,495,183,0,32,27532.0,1.4142135623730951,27533.0,27531.0,3.4909466666666664E7,1.7550505301994424E7,4.5056041E7,1.4643895E7,BENIGN
131.202.242.189-104.31.75.124-57360-80-6,131.202.242.189,57360,104.31.75.124,80,6,16/10/2017 08:36:29,90172055,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.033269730849540914,4.50860275E7,42465.29774415811,4.5116055E7,4.5056E7,9.0172055E7,4.50860275E7,42465.29774415811,4.5116055E7,4.5056E7,0,0,0,0,0,0,0,0,0,96,0,0.033269730849540914,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,96,0,0,0,0,0,0,3,0,0,0,261,-1,0,32,0,0,0,0,4.50860275E7,42465.29774415811,4.5116055E7,4.5056E7,BENIGN
131.202.242.189-172.217.9.232-60130-443-6,131.202.242.189,60130,172.217.9.232,443,6,16/10/2017 08:37:00,104875242,3,5,0.0,63.0,0.0,0.0,0.0,0.0,63.0,0.0,12.6,28.17445651649735,0.6007137509155879,0.07628111122737624,1.4982177428571431E7,2.1217217069654875E7,4.5028592E7,49.0,9.0112024E7,4.5056012E7,107.48023074035522,4.5056088E7,4.5055936E7,1.04847746E8,2.62119365E7,2.2575533161950257E7,4.5056049E7,49.0,0,0,0,0,96,160,0.02860541671026609,0.04767569451711015,0.0,63.0,7.0,21.0,441.0,0,0,0,0,1,0,0,0,1.0,7.875,0.0,12.6,96,0,0,0,0,0,0,3,0,5,63,300,175,0,32,27472.333333333332,20.79262689833426,27496.0,27457.0,3.4930925333333336E7,1.7489573843781967E7,4.5028592E7,1.4735705E7,BENIGN
131.202.242.132-255.255.255.255-17500-17500-17,131.202.242.132,17500,255.255.255.255,17500,17,16/10/2017 08:36:46,90063980,4,0,696.0,0.0,174.0,174.0,174.0,0.0,0,0,0,0,7.7278396979569415,0.044412871827338746,3.0021326666666668E7,2355.814367333159,3.0023284E7,3.0018712E7,9.006398E7,3.0021326666666668E7,2355.814367333159,3.0023284E7,3.0018712E7,0,0,0,0,0,0,0,0,0,-4,0,0.044412871827338746,0.0,174.0,174.0,174.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,217.5,174.0,0.0,-4,0,0,0,0,0,0,4,696,0,0,-1,-1,3,-1,0,0,0,0,3.0021326666666668E7,2355.814367333159,3.0023284E7,3.0018712E7,BENIGN
131.202.242.132-131.202.243.255-17500-17500-17,131.202.242.132,17500,131.202.243.255,17500,17,16/10/2017 08:36:46,90063942,4,0,696.0,0.0,174.0,174.0,174.0,0.0,0,0,0,0,7.727842958506081,0.0444128905661269,3.0021314E7,2489.217547744672,3.0023384E7,3.0018552E7,9.0063942E7,3.0021314E7,2489.217547744672,3.0023384E7,3.0018552E7,0,0,0,0,0,0,0,0,0,-4,0,0.0444128905661269,0.0,174.0,174.0,174.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,217.5,174.0,0.0,-4,0,0,0,0,0,0,4,696,0,0,-1,-1,3,-1,0,0,0,0,3.0021314E7,2489.217547744672,3.0023384E7,3.0018552E7,BENIGN
131.202.242.189-172.217.9.238-46986-443-6,131.202.242.189,46986,172.217.9.238,443,6,16/10/2017 08:37:01,104788794,4,5,0.0,63.0,0.0,0.0,0.0,0.0,63.0,0.0,12.6,28.17445651649735,0.6012093239664539,0.08588704628092199,1.309859925E7,2.0341042683387242E7,4.5028617E7,5.0,1.04788789E8,3.4929596333333336E7,1.7539420533901747E7,4.5056012E7,1.4676818E7,1.04761452E8,2.6190363E7,2.2590175323755518E7,4.5065667E7,50.0,0,0,0,0,128,160,0.038172020569298665,0.047715025711623324,0.0,63.0,6.3,19.922349259060788,396.9,0,0,0,0,1,0,0,0,1.0,7.0,0.0,12.6,128,0,0,0,0,0,0,4,0,5,63,300,175,0,32,30571.666666666668,5610.409283941175,37050.0,27323.0,3.4899009666666664E7,1.7536633751241326E7,4.5028617E7,1.464945E7,BENIGN
