Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init Win Bytes Fwd,Init Win Bytes Bwd,Act Data Pkt Fwd,Min Seg Size Fwd,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.0.15-107.22.196.242-60139-443-6,192.168.0.15,60139,107.22.196.242,443,6,04/01/2018 08:36:14,172454,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.597295510686909,172454.0,0.0,172454.0,172454.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,5.798647755343454,5.798647755343454,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,0,119,0,20,0,0,0,0,0,0,0,0,CIC
156.154.200.36-192.168.0.15-443-60154-6,192.168.0.15,60154,156.154.200.36,443,6,04/01/2018 08:36:14,2134533,5,8,1639.0,794.0,1333.0,0.0,327.8,569.7830288802922,629.0,0.0,99.25,221.70169791217853,1139.8277749746667,6.090325143719962,177877.75,493530.65814102534,1736038.0,0.0,2068988.0,517247.0,860114.6045432938,1802378.0,38.0,2053887.0,293412.4285714286,665991.2211428058,1796469.0,0.0,0,0,0,0,112,168,2.3424327475846005,3.747892396135361,0.0,1333.0,173.78571428571428,375.7986733041282,141224.64285714287,0,0,0,1,0,0,0,0,1.0,187.15384615384616,327.8,99.25,0,0,0,0,0,0,5,1639,8,794,64240,6019,3,20,0,0,0,0,0,0,0,0,CIC
156.154.200.36-192.168.0.15-443-60170-6,192.168.0.15,60170,156.154.200.36,443,6,04/01/2018 08:36:15,774910,5,8,1639.0,826.0,1333.0,0.0,327.8,569.7830288802922,661.0,0.0,103.25,232.643657615185,3181.01456943387,16.776141745493025,64575.833333333314,148055.2623367574,525521.0,1.0,710088.0,177522.0,274089.78391882224,586344.0,205.0,714127.0,102018.14285714284,216004.1209965129,587613.0,1.0,0,0,0,0,112,168,6.45236220980501,10.323779535688015,0.0,1333.0,176.07142857142856,378.8652011723176,143538.84065934067,0,0,0,1,0,0,0,0,1.0,189.6153846153846,327.8,103.25,0,0,0,0,0,0,5,1639,8,826,64240,6019,3,20,0,0,0,0,0,0,0,0,CIC
156.154.200.36-192.168.0.15-443-60171-6,192.168.0.15,60171,156.154.200.36,443,6,04/01/2018 08:36:15,774519,5,8,1639.0,922.0,1333.0,0.0,327.8,569.7830288802922,757.0,0.0,115.25,265.65646452299467,3306.568334669647,16.784610835886532,64543.25,147024.34584302077,522692.0,0.0,712220.0,178055.0,271470.9129035129,582678.0,260.0,714127.0,102018.14285714286,213841.6099807118,582262.0,0.0,0,0,0,0,112,168,6.455619552264051,10.32899128362248,0.0,1333.0,182.92857142857142,389.04903078101654,151359.14835164836,0,0,0,1,0,0,0,0,1.0,197.0,327.8,115.25,0,0,0,0,0,0,5,1639,8,922,64240,6019,3,20,0,0,0,0,0,0,0,0,CIC
156.154.200.36-192.168.0.15-443-60170-6,192.168.0.15,60170,156.154.200.36,443,6,04/01/2018 08:36:16,230996,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,8.658158582832604,230996.0,0.0,230996.0,230996.0,230996.0,230996.0,0.0,230996.0,230996.0,0,0,0,0,0,0,0,0,0,40,0,8.658158582832604,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,63414,-1,0,20,0,0,0,0,0,0,0,0,CIC
156.154.200.36-192.168.0.15-443-60154-6,192.168.0.15,60154,156.154.200.36,443,6,04/01/2018 08:36:16,232778,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,8.591877239258006,232778.0,0.0,232778.0,232778.0,232778.0,232778.0,0.0,232778.0,232778.0,0,0,0,0,0,0,0,0,0,40,0,8.591877239258006,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,63446,-1,0,20,0,0,0,0,0,0,0,0,CIC
156.154.200.36-192.168.0.15-443-60171-6,192.168.0.15,60171,156.154.200.36,443,6,04/01/2018 08:36:16,231823,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,8.627271668471204,231823.0,0.0,231823.0,231823.0,231823.0,231823.0,0.0,231823.0,231823.0,0,0,0,0,0,0,0,0,0,40,0,8.627271668471204,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,63318,-1,0,20,0,0,0,0,0,0,0,0,CIC
156.154.136.37-192.168.0.15-443-60152-6,192.168.0.15,60152,156.154.136.37,443,6,04/01/2018 08:36:14,2527742,6,9,1576.0,418.0,1293.0,0.0,262.6666666666667,512.7009524729467,277.0,0.0,46.44444444444444,92.57174394910024,788.8463300447594,5.934149925111028,180552.99999999997,519127.447833974,1970071.0,1.0,2409417.0,481883.4,907606.6186070372,2099387.0,216.0,2391937.0,298992.125,725810.4370175132,2087130.0,1.0,0,0,0,0,132,188,2.3736599700444114,3.560489955066617,0.0,1293.0,124.625,323.28952452355566,104516.11666666668,0,0,0,1,0,0,0,0,1.0,132.93333333333334,262.6666666666667,46.44444444444444,0,0,0,0,0,0,6,1576,9,418,64240,5956,3,20,0,0,0,0,0,0,0,0,CIC
156.154.136.37-192.168.0.15-443-60152-6,192.168.0.15,60152,156.154.136.37,443,6,04/01/2018 08:36:16,45710,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,43.754101947057535,45710.0,0.0,45710.0,45710.0,45710.0,45710.0,0.0,45710.0,45710.0,0,0,0,0,0,0,0,0,0,40,0,43.754101947057535,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,63822,-1,0,20,0,0,0,0,0,0,0,0,CIC
192.168.0.15-74.119.119.69-60160-443-6,192.168.0.15,60160,74.119.119.69,443,6,04/01/2018 08:36:14,10370204,5,5,312.0,165.0,237.0,0.0,62.4,102.86544609342828,165.0,0.0,33.0,73.79024325749306,45.99716649739967,0.9643011844318589,1152244.888888889,3331964.16319284,1.0036203E7,1.0,1.0370204E7,2592551.0,5005526.3946050005,1.009999E7,285.0,248927.0,62231.75,80008.48913865328,167552.0,1.0,0,0,0,0,112,108,0.48215059221592943,0.48215059221592943,0.0,237.0,43.36363636363637,82.66471160933513,6833.454545454546,0,0,0,1,0,0,0,0,1.0,47.7,62.4,33.0,0,0,0,0,0,0,5,312,5,165,64240,4692,2,20,0,0,0,0,0,0,0,0,CIC
