2021-02-23 15:02:15 - Pcap is listening...
2021-02-23 15:04:33 - 134.221.96.0-0.0.0.34-0-0-0,134.221.96.0,0,0.0.0.34,0,0,23/02/2021 03:02:27 PM,116346293,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.12033043459321906,8949714.846153846,5396959.920959682,1.8883678E7,146502.0,1.16346293E8,8949714.846153846,5396959.920959682,1.8883678E7,146502.0,0,0,0,0,0,0,0,0,0,0,0,0.12033043459321906,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2249865.3333333335,2007315.846157085,4144882.0,146502.0,1.4673733247885962E14,4.866726382208963E14,1.614110547670759E15,5678861.0,NeedManualLabel,

2021-02-23 15:04:33 - 134.221.96.0-0.0.0.55-0-0-0,134.221.96.0,0,0.0.0.55,0,0,23/02/2021 03:02:23 PM,105887286,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.028332013344831597,5.2943643E7,3.652914338716485E7,7.8773648E7,2.7113638E7,1.05887286E8,5.2943643E7,3.652914338716485E7,7.8773648E7,2.7113638E7,0,0,0,0,0,0,0,0,0,0,0,0.028332013344831597,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.380368829880856E14,9.319071259802761E14,1.614110543076971E15,2.7113638E7,NeedManualLabel,

2021-02-23 15:04:36 - 134.221.96.0-0.0.5.58-0-0-0,134.221.96.0,0,0.0.5.58,0,0,23/02/2021 03:02:35 PM,34694257,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.11529285668230335,1.1564752333333334E7,9406312.058146132,2.0529221E7,1771451.0,3.4694257E7,1.1564752333333334E7,9406312.058146132,2.0529221E7,1771451.0,0,0,0,0,0,0,0,0,0,0,0,0.11529285668230335,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1771451.0,0.0,1771451.0,1771451.0,5.380368628218886E14,9.319071542404911E14,1.61411055554286E15,1.2393585E7,NeedManualLabel,

2021-02-23 15:04:36 - 134.221.96.0-0.0.2.108-0-0-0,134.221.96.0,0,0.0.2.108,0,0,23/02/2021 03:02:35 PM,34686207,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.11531961393184327,1.1562069E7,9433919.78327837,2.0552868E7,1740039.0,3.4686207E7,1.1562069E7,9433919.78327837,2.0552868E7,1740039.0,0,0,0,0,0,0,0,0,0,0,0,0.11531961393184327,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1740039.0,0.0,1740039.0,1740039.0,5.380368628434774E14,9.319071542576518E14,1.614110555584264E15,1.23933E7,NeedManualLabel,

2021-02-23 15:04:36 - 134.221.96.0-0.0.0.85-0-0-0,134.221.96.0,0,0.0.0.85,0,0,23/02/2021 03:02:35 PM,34686641,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.11531817105034758,1.1562213666666666E7,9436471.876324559,2.0555277E7,1737398.0,3.4686641E7,1.1562213666666666E7,9436471.876324559,2.0555277E7,1737398.0,0,0,0,0,0,0,0,0,0,0,0,0.11531817105034758,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1737398.0,0.0,1737398.0,1737398.0,5.38036862844666E14,9.319071542570476E14,1.614110555584755E15,1.2393966E7,NeedManualLabel,

2021-02-23 15:04:36 - 134.221.96.0-0.0.0.33-0-0-0,134.221.96.0,0,0.0.0.33,0,0,23/02/2021 03:02:35 PM,97652480,28,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.2867310691955801,3616758.5185185187,9372850.003537403,4.3218898E7,660.0,9.765248E7,3616758.5185185187,9372850.003537403,4.3218898E7,660.0,0,0,0,0,0,0,0,0,0,0,0,0.2867310691955801,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,78048.0,13535.527344732454,94643.0,57277.0,2.6901844168178E14,6.589578672217876E14,1.61411055558682E15,6105861.0,NeedManualLabel,

2021-02-23 15:04:52 - 192.168.1.149-18.200.1.32-61235-443-6,192.168.1.149,61235,18.200.1.32,443,6,23/02/2021 03:04:37 PM,770154,12,11,1159.0,7316.0,564.0,0.0,96.58333333333334,192.27038647475464,1460.0,0.0,665.090909090909,686.9306303471194,11004.292647963914,29.864157038722126,35006.999999999985,70531.44098640724,217548.0,85.0,770154.0,70014.00000000001,89131.93547208543,220360.0,225.0,615793.0,61579.299999999996,100092.58357590737,243096.0,189.0,0,0,0,0,252,232,15.581299324550674,14.28285771417145,0.0,1460.0,353.12499999999994,556.010424714595,309147.5923913043,1,2,0,10,22,0,0,0,0.0,368.4782608695652,96.58333333333333,665.0909090909091,0,0,0,8475,14,14183,0,50,0,318,64240,114,6,20,0,0,0,0,1.614110677384363E15,0.0,1.614110677384363E15,1.614110677384363E15,NeedManualLabel,

2021-02-23 15:04:52 - 192.168.1.149-18.200.1.32-61236-443-6,192.168.1.149,61236,18.200.1.32,443,6,23/02/2021 03:04:38 PM,670367,9,7,1133.0,2164.0,613.0,0.0,125.88888888888889,231.30145073282856,1460.0,0.0,309.14285714285717,542.6215466207943,4918.201522449643,23.867523311857532,44691.133333333324,94197.10784600755,304250.0,72.0,670367.0,83795.87499999999,121147.81192109024,308666.0,182.0,519339.0,86556.5,135962.96488198542,309619.0,454.0,0,0,0,0,192,152,13.425481862919863,10.44204144893767,0.0,1460.0,193.94117647058823,384.61221876525116,147926.5588235294,1,2,0,8,15,0,0,0,0.0,206.0625,125.88888888888889,309.14285714285717,0,0,0,3297,9,6400,0,70,0,135,64240,114,5,20,0,0,0,0,1.61411067840915E15,0.0,1.61411067840915E15,1.61411067840915E15,NeedManualLabel,

2021-02-23 15:04:52 - 192.168.1.149-18.200.1.32-61236-443-6,192.168.1.149,61236,18.200.1.32,443,6,23/02/2021 03:04:39 PM,305986,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5362467563875475,305986.0,0.0,305986.0,305986.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,3.2681233781937737,3.2681233781937737,0.0,0.0,0.0,0.0,0.0,1,0,1,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,114,0,20,0,0,0,0,1.614110679079645E15,0.0,1.614110679079645E15,1.614110679079645E15,NeedManualLabel,

2021-02-23 15:04:52 - 192.168.1.149-18.200.1.32-61237-443-6,192.168.1.149,61237,18.200.1.32,443,6,23/02/2021 03:04:39 PM,684699,9,6,1030.0,2085.0,510.0,0.0,114.44444444444444,205.270620834492,1460.0,0.0,347.5,576.8839571352283,4549.444354380538,21.907436698461662,48907.071428571435,85950.82492418762,246942.0,122.0,684699.0,85587.375,114875.79181749492,247064.0,209.0,435593.0,87118.6,97468.25154274596,213336.0,4783.0,0,0,0,0,192,132,13.144462019076997,8.762974679384664,0.0,1460.0,194.6875,386.1802202340249,149135.16249999998,1,2,0,7,14,0,0,0,0.0,207.66666666666666,114.44444444444444,347.5,0,0,0,3115,8,7374,0,68,0,139,64240,114,5,20,0,0,0,0,1.614110679139002E15,0.0,1.614110679139002E15,1.614110679139002E15,NeedManualLabel,

2021-02-23 15:04:52 - 18.200.1.32-192.168.1.149-443-61237-6,18.200.1.32,443,192.168.1.149,61237,6,23/02/2021 03:04:39 PM,170194,2,1,34.0,0.0,34.0,0.0,17.0,24.041630560342615,0.0,0.0,0.0,0.0,199.77202486574143,17.6269433705066,85097.0,120220.88072377443,170106.0,88.0,170194.0,170194.0,0.0,170194.0,170194.0,0,0,0,0,0,1,0,0,0,40,20,11.75129558033773,5.875647790168865,0.0,34.0,17.0,19.629909152447276,385.3333333333333,1,0,1,1,3,0,0,0,0.0,22.666666666666668,17.0,0.0,0,0,0,0,0,0,0,11,0,0,114,0,0,20,0,0,0,0,1.614110679824063E15,0.0,1.614110679824063E15,1.614110679824063E15,NeedManualLabel,

2021-02-23 15:04:52 - 192.168.1.149-34.107.254.252-61114-443-6,192.168.1.149,61114,34.107.254.252,443,6,23/02/2021 03:02:29 PM,90111005,3,3,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0332922710161761,0.0665845420323522,1.8022201E7,2.46280445040861E7,4.5000889E7,34353.0,9.0076652E7,4.5038326E7,1268.5495654486663,4.5039223E7,4.5037429E7,9.0074431E7,4.50372155E7,2790.950465343303,4.5039189E7,4.5035242E7,0,0,0,0,60,96,0.0332922710161761,0.0332922710161761,0.0,1.0,0.5714285714285714,0.5345224838248487,0.28571428571428564,0,0,0,0,6,0,0,0,1.0,0.6666666666666666,1.0,0.0,0,0,0,0,0,0,0,0,0,0,509,310,2,20,37454.0,1244.5079348883237,38334.0,36574.0,5.38036879868949E14,9.319071343350555E14,1.614110549605103E15,4.5000855E7,NeedManualLabel,

2021-02-23 15:04:52 - 192.168.1.149-162.254.192.71-64735-27037-6,192.168.1.149,64735,162.254.192.71,27037,6,23/02/2021 03:02:25 PM,114594020,7,7,401.0,659.0,86.0,0.0,57.285714285714285,26.675296222749402,659.0,0.0,94.14285714285715,249.07858771308076,9.250046381128788,0.12217042390170098,8814924.615384614,1.2295179536140613E7,2.7060334E7,909.0,1.14300373E8,1.9050062166666664E7,1.1646991543952549E7,2.7146718E7,205184.0,1.14399713E8,1.9066618833333332E7,1.170057244551721E7,2.7250726E7,909.0,1,0,0,0,140,140,0.06108521195085049,0.06108521195085049,0.0,659.0,74.86666666666667,165.05750801578506,27243.980952380953,0,0,0,7,14,0,0,0,1.0,80.21428571428571,57.285714285714285,94.14285714285714,0,0,0,0,0,0,0,28,0,47,509,1026,5,20,162649.0,49358.63537416731,205184.0,86384.0,2.690184431888487E14,6.589578616134728E14,1.614110545645964E15,8844295.0,NeedManualLabel,

2021-02-23 15:04:52 - 192.168.1.149-54.187.241.135-61234-443-6,192.168.1.149,61234,54.187.241.135,443,6,23/02/2021 03:04:36 PM,10801954,12,9,826.0,6306.0,434.0,0.0,68.83333333333334,133.27062919511036,1460.0,0.0,700.6666666666666,683.5863149595667,660.2509138624364,1.944092707671223,540097.7000000001,2219718.385691352,9965247.0,84.0,1.0801954E7,981995.8181818181,2980979.7987690833,9965247.0,233.0,690418.0,86302.25,118972.96345418748,258915.0,489.0,0,0,0,0,252,192,1.1109101186692705,0.8331825890019527,0.0,1460.0,324.1818181818182,538.8209912448294,290328.0606060606,1,2,0,9,20,0,0,0,0.0,339.6190476190476,68.83333333333333,700.6666666666666,0,0,0,7101,11,10581,0,39,0,300,64240,114,6,20,836474.0,0.0,836474.0,836474.0,8.070553432104375E14,1.1413485978608862E15,1.614110676455628E15,9965247.0,NeedManualLabel,

